,0
0,2.068528175354004
1,0.1632344275712967
2,0.11824758350849152
3,0.05010788515210152
4,0.13343775272369385
5,0.06725473701953888
6,0.03840552642941475
7,0.12428884953260422
8,0.09776545315980911
9,0.08139618486166
10,0.07396162301301956
11,0.10860370099544525
12,0.033358264714479446
13,0.0489104799926281
14,0.09714323282241821
15,0.031666968017816544
16,0.04889737814664841
17,0.019532332196831703
18,0.02480829507112503
19,0.0494815818965435
20,0.07576549053192139
21,0.08284061402082443
22,0.04260632395744324
23,0.053165581077337265
24,0.02183576300740242
25,0.053653016686439514
26,0.03261400759220123
27,0.05083761736750603
28,0.0849146693944931
29,0.07387795299291611
30,0.030460208654403687
31,0.07356065511703491
32,0.06985825300216675
33,0.08098280429840088
34,0.04156840220093727
35,0.031338609755039215
36,0.07576952129602432
37,0.0946522131562233
38,0.08070672303438187
39,0.10023218393325806
