,0
0,2.103123426437378
1,0.337489515542984
2,0.29060858488082886
3,0.2740435302257538
4,0.17910780012607574
5,0.21397095918655396
6,0.25232481956481934
7,0.12292326241731644
8,0.2309419959783554
9,0.1866249144077301
10,0.20934227108955383
11,0.18424753844738007
12,0.16214613616466522
13,0.22490139305591583
14,0.14133848249912262
15,0.13750238716602325
16,0.12669426202774048
17,0.14088933169841766
18,0.13165096938610077
19,0.12363172322511673
20,0.13945122063159943
21,0.14211109280586243
22,0.1795383095741272
23,0.11252579838037491
24,0.10275855660438538
25,0.19648224115371704
26,0.1424146294593811
27,0.1828356683254242
28,0.12509337067604065
29,0.16802871227264404
30,0.1272471398115158
31,0.0840231329202652
32,0.13670776784420013
33,0.10630550235509872
34,0.09245365858078003
35,0.24141636490821838
36,0.11445078253746033
37,0.1052965521812439
38,0.14615745842456818
39,0.13580787181854248
