,0
0,2.0993430614471436
1,0.028697388246655464
2,0.02838164195418358
3,0.0019760094583034515
4,0.001981890294700861
5,0.002742018084973097
6,0.023815060034394264
7,0.0013609349261969328
8,0.0027456888929009438
9,0.003387280972674489
10,0.01683742366731167
11,0.012711464427411556
12,0.0009614702430553734
13,0.009052371606230736
14,0.00015313662879634649
15,0.0003324311983305961
16,0.0031687759328633547
17,3.1213912734529004e-05
18,0.0019725996535271406
19,6.0558319091796875e-05
20,0.0005469587049447
21,0.003164862748235464
22,0.00034082503407262266
23,0.0025961967185139656
24,0.00044855239684693515
25,0.002856610342860222
26,0.000584246648941189
27,0.0002895082870963961
28,0.00033906905446201563
29,0.006906532216817141
30,0.003522460348904133
31,0.0018344076815992594
32,0.0010471722343936563
33,0.0005225908244028687
34,0.0014494790229946375
35,0.0011446892749518156
36,0.00022219098173081875
37,0.002788948593661189
38,0.0014960651751607656
39,0.0007997883949428797
