,0
0,2.053499937057495
1,0.11761917173862457
2,0.11199364066123962
3,0.12043866515159607
4,0.08479935675859451
5,0.15593382716178894
6,0.08667606115341187
7,0.09319771826267242
8,0.10070163756608963
9,0.18486182391643524
10,0.1536889672279358
11,0.14540305733680725
12,0.10976231098175049
13,0.09335210919380188
14,0.10526218265295029
15,0.1261812448501587
16,0.09382887929677963
17,0.06435126066207886
18,0.05330926924943924
19,0.0894990786910057
20,0.06942339241504669
21,0.11902592331171036
22,0.10884572565555573
23,0.0397355891764164
24,0.0852656289935112
25,0.0689389631152153
26,0.07410351932048798
27,0.07042457908391953
28,0.09604814648628235
29,0.06371963769197464
30,0.09520146250724792
31,0.0643693208694458
32,0.06971129029989243
33,0.06151353940367699
34,0.07965973764657974
35,0.08474917709827423
36,0.08875218778848648
37,0.046298690140247345
38,0.05911584571003914
39,0.05571633204817772
