,0
0,2.0880229473114014
1,0.14048142731189728
2,0.17055350542068481
3,0.13914500176906586
4,0.08438534289598465
5,0.1353071928024292
6,0.13010984659194946
7,0.10986538231372833
8,0.1492660790681839
9,0.1290358603000641
10,0.08641135692596436
11,0.10749765485525131
12,0.09528915584087372
13,0.07310424000024796
14,0.037954654544591904
15,0.046238336712121964
16,0.05092925578355789
17,0.06699848175048828
18,0.12237219512462616
19,0.050031453371047974
20,0.06516963988542557
21,0.12038722634315491
22,0.10561501979827881
23,0.08932933211326599
24,0.04467971995472908
25,0.08686643093824387
26,0.08587803691625595
27,0.12727367877960205
28,0.07775305956602097
29,0.07113185524940491
30,0.07882354408502579
31,0.11533256620168686
32,0.09968078136444092
33,0.07163578271865845
34,0.06858555972576141
35,0.08653751015663147
36,0.07318581640720367
37,0.054151710122823715
38,0.07929172366857529
39,0.08347642421722412
