,0
0,2.0718486309051514
1,2.0542850494384766
2,2.0308282375335693
3,1.9810054302215576
4,1.9515923261642456
5,1.9413256645202637
6,1.9124860763549805
7,1.896346926689148
8,1.8807257413864136
9,1.8730522394180298
10,1.8548482656478882
11,1.8536169528961182
12,1.841013789176941
13,1.8304170370101929
14,1.8214116096496582
15,1.8142846822738647
16,1.8085594177246094
17,1.8035951852798462
18,1.7984535694122314
19,1.7939107418060303
20,1.789737582206726
21,1.7856669425964355
22,1.7852329015731812
23,1.78480064868927
24,1.7843713760375977
25,1.7839422225952148
26,1.7835222482681274
27,1.783104658126831
28,1.782689094543457
29,1.7822738885879517
30,1.7818603515625
31,1.7814477682113647
32,1.7814074754714966
33,1.781365990638733
34,1.7813242673873901
35,1.7812820672988892
36,1.7812411785125732
37,1.7812007665634155
38,1.7811589241027832
39,1.7811191082000732
