,0
0,2.080718755722046
1,0.15023283660411835
2,0.14918209612369537
3,0.07165694236755371
4,0.10782013088464737
5,0.02978946641087532
6,0.06350737810134888
7,0.07374325394630432
8,0.09346219152212143
9,0.030527325347065926
10,0.06164669618010521
11,0.07920046150684357
12,0.05376546084880829
13,0.09173992276191711
14,0.07201187312602997
15,0.04329581558704376
16,0.029887014999985695
17,0.05964721739292145
18,0.07792720198631287
19,0.02243334800004959
20,0.01762230694293976
21,0.026011057198047638
22,0.04179904982447624
23,0.05271358788013458
24,0.03311673179268837
25,0.03969539701938629
26,0.04161174222826958
27,0.03554170951247215
28,0.03893820941448212
29,0.0612468384206295
