,0
0,2.105386972427368
1,0.003444269997999072
2,0.006999609060585499
3,0.02002064697444439
4,0.014824296347796917
5,0.002417226554825902
6,0.026470793411135674
7,0.0016923100920394063
8,0.03263857215642929
9,0.011877991259098053
10,0.009573664516210556
11,0.001176882884465158
12,0.0019450600957497954
13,0.005291980225592852
14,0.02079211175441742
15,0.0017436095513403416
16,0.02240588702261448
17,0.0003937773872166872
18,0.005013815127313137
19,0.00422402611002326
20,0.003768507856875658
21,0.006488845217972994
22,0.004916934296488762
23,0.005396144464612007
24,0.0017926148138940334
25,0.0017572537763044238
26,0.008351041004061699
27,0.00045386262354440987
28,0.0011641059536486864
29,0.0005648229853250086
30,0.0018088085344061255
31,0.002881343010812998
32,0.00021614615980070084
33,0.002459135605022311
34,0.0014660864835605025
35,0.0023048880975693464
36,0.0004360656894277781
37,0.0016287480248138309
38,0.00042887558811344206
39,0.0028030516114085913
