,0
0,2.096874237060547
1,0.1112983301281929
2,0.11300293356180191
3,0.07306349277496338
4,0.1020238846540451
5,0.08054447174072266
6,0.07900851219892502
7,0.07757271081209183
8,0.09957577288150787
9,0.11482177674770355
10,0.04321439191699028
11,0.06934236735105515
12,0.04738137871026993
13,0.04978012293577194
14,0.03606216236948967
15,0.06710179150104523
16,0.06392083317041397
17,0.03685351088643074
18,0.05084890127182007
19,0.08315126597881317
20,0.05963751673698425
21,0.05123424902558327
22,0.022768085822463036
23,0.057602204382419586
24,0.09066407382488251
25,0.019047275185585022
26,0.045905329287052155
27,0.08508852124214172
28,0.05423348769545555
29,0.099850594997406
30,0.04980931431055069
31,0.07955006510019302
32,0.09698052704334259
33,0.04640683904290199
34,0.031032180413603783
35,0.08947231620550156
36,0.05284421890974045
37,0.060065023601055145
38,0.07390403747558594
39,0.08174397796392441
