,0
0,2.0831689834594727
1,0.011128682643175125
2,0.053863901644945145
3,0.008434806950390339
4,0.01626289077103138
5,0.0023113242350518703
6,0.003951488994061947
7,0.001184490043669939
8,0.006120295729488134
9,0.006156467366963625
10,0.03531463071703911
11,0.010015907697379589
12,0.014625795185565948
13,0.0008057980448938906
14,0.0013969361316412687
15,0.0026234141550958157
16,0.01197927724570036
17,0.01091501023620367
18,0.00023344207147601992
19,0.004367828369140625
20,0.0002518532855901867
21,0.002316160826012492
22,0.0009754347265698016
23,0.0016747202025726438
24,0.0019348651403561234
25,0.0002223310002591461
26,0.0006994293071329594
27,0.0016245614970102906
28,0.0013678641989827156
29,0.001670704921707511
30,0.0006472534732893109
31,0.004425820894539356
32,0.00107760657556355
33,0.0011950598563998938
34,0.0003696585481520742
35,0.019055373966693878
36,0.005150136537849903
37,0.018066611140966415
38,0.0018931191880255938
39,0.0023358510807156563
