,0
0,2.0724050998687744
1,0.1234765499830246
2,0.05039758235216141
3,0.02072903700172901
4,0.038691237568855286
5,0.04322895035147667
6,0.03352878615260124
7,0.08266615122556686
8,0.04272701218724251
9,0.022830281406641006
10,0.038836535066366196
11,0.015340124256908894
12,0.01719662919640541
13,0.04282887652516365
14,0.012817488983273506
15,0.032228223979473114
16,0.011135025881230831
17,0.013585965149104595
18,0.02058636210858822
19,0.012358445674180984
20,0.032713063061237335
21,0.010979659855365753
22,0.006762705277651548
23,0.019068391993641853
24,0.020870015025138855
25,0.009411501698195934
26,0.036451902240514755
27,0.017979860305786133
28,0.024280570447444916
29,0.010532109998166561
30,0.015677936375141144
31,0.024438051506876945
32,0.016505343839526176
33,0.009448789060115814
34,0.04517165198922157
35,0.01616581715643406
36,0.022267641499638557
37,0.026315605267882347
38,0.004989956971257925
39,0.04242640733718872
