,0
0,2.090776205062866
1,0.01903976872563362
2,0.018842635676264763
3,0.003163685789331794
4,0.0036894555669277906
5,0.017955049872398376
6,0.012300661765038967
7,0.011253054253757
8,0.003556701820343733
9,0.0005847802385687828
10,0.0026700193993747234
11,0.0074645453132689
12,0.0004268146585673094
13,0.0010502906516194344
14,0.00039587324135936797
15,0.005334960296750069
16,0.006319923792034388
17,0.0033793980255723
18,0.002699692966416478
19,0.0007760449079796672
20,0.0018003667937591672
21,0.0002449731982778758
22,0.00014000847295392305
23,0.0013248276663944125
24,0.00033340000663883984
25,0.0007197592058219016
26,0.0003825142339337617
27,2.104895429511089e-05
28,0.0002081356360577047
29,0.000367172178812325
30,0.005772798787802458
31,0.0001737503771437332
32,0.0003487836802378297
33,0.0013135577319189906
34,0.005591059569269419
35,0.0006876370171085
36,0.0001805207139113918
37,0.0004545771807897836
38,0.00037887360667809844
39,0.0002363447129027918
