,0
0,2.0907328128814697
1,0.42163145542144775
2,0.45646440982818604
3,0.3189835846424103
4,0.25891992449760437
5,0.45545268058776855
6,0.10852083563804626
7,0.12649665772914886
8,0.15048547089099884
9,0.1553877294063568
10,0.08938185125589371
11,0.05227970331907272
12,0.06108396500349045
13,0.09183118492364883
14,0.06810513883829117
15,0.057873956859111786
16,0.115482859313488
17,0.12312446534633636
18,0.0651475042104721
19,0.12159255146980286
20,0.0843144953250885
21,0.08545966446399689
22,0.04771528020501137
23,0.09069611877202988
24,0.0609663650393486
25,0.09316064417362213
26,0.11225936561822891
27,0.0698036402463913
28,0.10929609090089798
29,0.09983383119106293
30,0.06586812436580658
31,0.06461619585752487
32,0.07980606704950333
33,0.08785766363143921
34,0.0445941798388958
35,0.11325839161872864
36,0.08006411045789719
37,0.06664353609085083
38,0.10379281640052795
39,0.05884653702378273
