,0
0,2.0977790355682373
1,0.1134449914097786
2,0.10270851850509644
3,0.11723880469799042
4,0.09034088253974915
5,0.05525003746151924
6,0.08263557404279709
7,0.10286703705787659
8,0.0922912135720253
9,0.07419181615114212
10,0.08010265976190567
11,0.10134381800889969
12,0.06593126058578491
13,0.06000277400016785
14,0.028766367584466934
15,0.0509427972137928
16,0.09090637415647507
17,0.07252946496009827
18,0.06983531266450882
19,0.08012355118989944
20,0.050670068711042404
21,0.05410415306687355
22,0.07981038838624954
23,0.08337248116731644
24,0.05739018693566322
25,0.049337390810251236
26,0.07833795249462128
27,0.10400550812482834
28,0.08173945546150208
29,0.06245803087949753
30,0.05158953368663788
31,0.10497292876243591
32,0.04729587957262993
33,0.04833662882447243
34,0.10263347625732422
35,0.07761090993881226
36,0.037120234221220016
37,0.11840114742517471
38,0.026297498494386673
39,0.0806187316775322
