,0
0,2.056405544281006
1,0.1528046578168869
2,0.10630477964878082
3,0.16749966144561768
4,0.1062331274151802
5,0.160604327917099
6,0.17568574845790863
7,0.08425001055002213
8,0.10895247757434845
9,0.08288893103599548
10,0.15477174520492554
11,0.07446011900901794
12,0.0645948201417923
13,0.06168185546994209
14,0.05863714963197708
15,0.06312701106071472
16,0.06843458861112595
17,0.07661015540361404
18,0.08239973336458206
19,0.14449210464954376
20,0.12079066783189774
21,0.07676558941602707
22,0.09249037504196167
23,0.04320972040295601
24,0.05207904055714607
25,0.09268849343061447
26,0.09047248959541321
27,0.06047471612691879
28,0.05071249604225159
29,0.04186687245965004
30,0.06267807632684708
31,0.03268791735172272
32,0.051781415939331055
33,0.07999912649393082
34,0.036905352026224136
35,0.06266835331916809
36,0.09049680829048157
37,0.06651663035154343
38,0.07297682017087936
39,0.06556851416826248
