,0
0,2.078016996383667
1,1.4588351249694824
2,1.055444598197937
3,0.8110511898994446
4,0.6191555857658386
5,0.5955976247787476
6,0.4812508225440979
7,0.4716993570327759
8,0.5009457468986511
9,0.4425700306892395
10,0.533550500869751
11,0.36943453550338745
12,0.38828742504119873
13,0.3322838544845581
14,0.2990754544734955
15,0.3523259162902832
16,0.32050785422325134
17,0.2888149321079254
18,0.3164958357810974
19,0.3315708339214325
20,0.30982398986816406
21,0.3096146881580353
22,0.2569047808647156
23,0.30291736125946045
24,0.32150813937187195
25,0.29718390107154846
26,0.3287707567214966
27,0.28822097182273865
28,0.336069792509079
29,0.2762632966041565
30,0.2863702178001404
31,0.3194110095500946
32,0.3263263404369354
33,0.30712810158729553
34,0.3077213168144226
35,0.3424617052078247
36,0.3081376850605011
37,0.3078876733779907
38,0.29301729798316956
39,0.2815368175506592
