,0
0,2.0956602096557617
1,0.1421346515417099
2,0.11347918212413788
3,0.10682205855846405
4,0.06894061714410782
5,0.07569053024053574
6,0.08322438597679138
7,0.08133427053689957
8,0.04442233219742775
9,0.037684276700019836
10,0.08635114878416061
11,0.14692971110343933
12,0.05215224623680115
13,0.04240602254867554
14,0.07120849937200546
15,0.06839205324649811
16,0.05999913066625595
17,0.06383709609508514
18,0.0356050543487072
19,0.037415847182273865
20,0.017467740923166275
21,0.04847503826022148
22,0.11470796167850494
23,0.07190874218940735
24,0.11597640812397003
25,0.06440469622612
26,0.07363791018724442
27,0.028588082641363144
28,0.021171383559703827
29,0.039041683077812195
30,0.06746114045381546
31,0.031154155731201172
32,0.03672463819384575
33,0.079434335231781
34,0.027177609503269196
35,0.10221723467111588
36,0.030476612970232964
37,0.04296451807022095
38,0.049034617841243744
39,0.04487435147166252
