,0
0,2.0952165126800537
1,0.5847437381744385
2,0.6140807271003723
3,0.45781856775283813
4,0.5166402459144592
5,0.3866712152957916
6,0.5289628505706787
7,0.48982295393943787
8,0.3924156725406647
9,0.47471165657043457
10,0.4677560031414032
11,0.5486279129981995
12,0.41161948442459106
13,0.33946359157562256
14,0.37576448917388916
15,0.4806317090988159
16,0.474778950214386
17,0.3597410321235657
18,0.31786292791366577
19,0.37857067584991455
20,0.44509899616241455
21,0.37724271416664124
22,0.3661535084247589
23,0.443571001291275
24,0.407719224691391
25,0.4466627240180969
26,0.4267544150352478
27,0.3523291051387787
28,0.4148317575454712
29,0.485033243894577
30,0.3925064504146576
31,0.4343275725841522
32,0.4809281826019287
33,0.323135107755661
34,0.38009941577911377
35,0.38300904631614685
36,0.40918341279029846
37,0.3663739264011383
38,0.43977174162864685
39,0.4232584834098816
